1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
7.250228429067948E-14 5.088617026251735E-14 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
1.2087408019203572E-13 2.8833891773397858E-15 
9.879359609025112E-14 2.1823023777832113E-14 
7.250228429067948E-14 5.088617026251735E-14 
